case_id,best_start_distance_km,min_charge_s,max_charge_s,min_heat_kWh,max_heat_kWh
79,19.525,1076.503784,1077.767944,3.174419,3.227752
80,37.606,1022.194336,1031.178833,3.160330,3.792922
81,37.535,906.310364,908.895874,3.158893,3.535560
82,33.915,989.375061,1021.542236,3.130933,3.997622
83,nan,nan,nan,nan,nan
84,36.665,917.565430,920.775940,3.178477,3.736006
85,nan,nan,nan,nan,nan
86,28.655,990.080994,1027.001831,3.197740,4.082740
87,29.755,973.864502,995.269531,3.099679,3.848012
88,30.585,967.381104,982.200989,3.139035,3.829705
89,nan,nan,nan,nan,nan
90,33.900,961.622314,986.109741,3.129445,3.937326
91,37.325,910.157654,912.797180,3.183345,3.613345
92,nan,nan,nan,nan,nan
93,nan,nan,nan,nan,nan
94,30.785,934.816528,963.910156,3.196025,4.048991
95,nan,nan,nan,nan,nan
96,35.630,909.136414,927.090332,3.194792,3.922569
97,39.000,955.268494,955.589355,3.121359,3.623025
98,29.550,994.807800,1020.922180,3.147299,3.931715
99,31.965,988.160339,1019.619629,3.170335,4.023490
100,nan,nan,nan,nan,nan
101,nan,nan,nan,nan,nan
102,31.260,920.668274,939.388550,3.209899,3.943658
103,31.760,977.054810,1010.117981,3.247294,4.118093
104,30.080,1014.545532,1052.361816,3.075322,3.962919
105,38.330,895.632141,897.021667,3.152230,3.305563
106,36.825,917.479004,919.925842,3.162465,3.660799
107,38.594,918.644897,919.278381,3.183412,3.280079
108,39.000,967.317810,967.409363,3.173010,3.376343
109,nan,nan,nan,nan,nan
110,30.090,999.747070,1026.994141,3.180891,3.975934
111,37.150,1030.258179,1042.694458,3.174856,3.832640
112,31.910,875.969543,903.652344,3.157899,3.990072
113,nan,nan,nan,nan,nan
114,38.220,933.740051,934.472229,3.180188,3.355188
115,nan,nan,nan,nan,nan
116,36.865,1079.607178,1080.028076,3.090229,3.113563
117,38.229,904.017883,905.428406,3.157286,3.333952
118,nan,nan,nan,nan,nan
119,nan,nan,nan,nan,nan
120,nan,nan,nan,nan,nan
121,nan,nan,nan,nan,nan
122,38.920,996.922729,1000.508850,3.156131,3.729465
123,nan,nan,nan,nan,nan
124,nan,nan,nan,nan,nan
125,20.930,979.084412,1009.406555,3.165175,3.970301
126,32.295,992.494995,1006.960571,3.247299,3.931076
127,38.710,902.107056,902.681152,3.195558,3.260558
128,nan,nan,nan,nan,nan
129,nan,nan,nan,nan,nan
130,nan,nan,nan,nan,nan
131,nan,nan,nan,nan,nan
132,31.850,985.716003,1005.604126,3.143920,3.878527
133,30.595,951.585266,978.743225,3.177367,4.003432
134,nan,nan,nan,nan,nan
135,nan,nan,nan,nan,nan
136,30.864,1033.720825,1042.010620,3.133476,3.713459
137,33.160,906.205933,922.288818,3.129725,3.832281
138,nan,nan,nan,nan,nan
139,36.800,837.221069,842.398926,3.207093,3.782092
140,30.950,1000.317749,1015.616821,3.105311,3.792542
141,nan,nan,nan,nan,nan
142,38.675,862.145630,863.200134,3.181509,3.259842
143,nan,nan,nan,nan,nan
144,34.480,1000.932678,1019.752441,3.164574,3.896493
145,nan,nan,nan,nan,nan
146,37.625,931.573914,932.892212,3.150773,3.525773
147,38.999,987.393921,988.189148,3.144876,3.366542
148,nan,nan,nan,nan,nan
149,29.180,991.171387,1014.826721,3.176083,3.942103
150,37.345,957.540466,957.721252,3.184383,3.644383
151,31.100,1039.975464,1048.367676,3.119420,3.609800
152,nan,nan,nan,nan,nan
153,37.895,941.446838,942.149719,3.141328,3.417995
154,nan,nan,nan,nan,nan
155,38.690,917.073425,917.522888,3.148976,3.215642
156,37.895,932.376038,933.340881,3.158724,3.400391
157,32.400,911.155334,924.944946,3.231491,3.904416
158,36.210,1054.736450,1059.898315,3.110197,3.436864
159,24.320,962.403625,988.071350,3.081420,3.868947
160,nan,nan,nan,nan,nan
161,nan,nan,nan,nan,nan
162,32.300,1033.328247,1041.204590,3.183825,3.777159
163,36.250,945.756165,946.152039,3.116137,3.645629
164,nan,nan,nan,nan,nan
165,nan,nan,nan,nan,nan
166,39.000,1001.716492,1005.480591,3.132173,3.648074
167,nan,nan,nan,nan,nan
168,30.800,1015.827515,1041.981812,3.192659,3.974105
169,nan,nan,nan,nan,nan
170,31.625,1017.338440,1041.619019,3.088417,3.852086
171,31.720,901.883423,918.381531,3.209297,3.909297
172,nan,nan,nan,nan,nan
173,37.600,1057.164673,1061.791260,3.108727,3.403918
174,32.000,1014.381348,1040.287720,3.205977,3.987432
175,37.050,1056.022705,1060.995239,3.092792,3.399904
176,24.660,1044.728271,1052.753052,3.163371,3.584960
177,nan,nan,nan,nan,nan
178,34.550,972.488953,995.552307,3.119719,3.905949
179,39.001,980.121704,982.048096,3.129415,3.617748
180,30.030,979.754395,1013.520752,3.128691,3.997750
181,24.140,1058.463501,1063.823364,3.164118,3.422451
182,31.989,1037.457031,1046.314087,3.091641,3.610687
183,30.020,1014.411682,1045.278687,3.138178,3.955261
184,36.150,983.857300,996.770142,3.181814,3.864357
185,nan,nan,nan,nan,nan
186,26.775,1004.735962,1042.742798,3.164517,4.039999
187,nan,nan,nan,nan,nan
188,39.000,1026.777710,1032.817505,3.121464,3.642008
189,nan,nan,nan,nan,nan
190,nan,nan,nan,nan,nan
191,37.560,852.176819,855.444763,3.230104,3.610104
192,38.124,881.792358,884.336304,3.172781,3.416114
193,39.000,988.694519,990.349243,3.151714,3.526714
194,35.670,967.476135,975.599243,3.163359,3.800284
195,34.655,972.896912,999.688049,3.153206,3.979391
196,nan,nan,nan,nan,nan
197,nan,nan,nan,nan,nan
198,38.749,877.488525,878.233582,3.197236,3.260570
199,nan,nan,nan,nan,nan
200,nan,nan,nan,nan,nan
201,nan,nan,nan,nan,nan
202,nan,nan,nan,nan,nan
203,19.560,1047.500977,1055.502563,3.155381,3.533714
204,nan,nan,nan,nan,nan
205,28.715,1004.576965,1033.261230,3.203385,4.001240
206,nan,nan,nan,nan,nan
207,38.214,907.812134,909.098877,3.161304,3.332971
208,36.950,864.687256,870.269958,3.153668,3.653668
209,31.285,956.322083,979.225281,3.224558,4.007633
210,38.776,1010.391418,1016.167664,3.165357,3.771745
211,nan,nan,nan,nan,nan
212,20.134,1047.092651,1055.263184,3.149748,3.529881
213,nan,nan,nan,nan,nan
214,nan,nan,nan,nan,nan
215,nan,nan,nan,nan,nan
216,nan,nan,nan,nan,nan
217,24.320,1053.710571,1059.975952,3.196071,3.509348
218,35.280,938.364319,957.270752,3.177817,3.930200
219,nan,nan,nan,nan,nan
220,28.260,984.438354,1010.017334,3.152598,3.935932
221,26.765,950.753784,978.665588,3.168743,3.990593
222,36.641,1020.624268,1029.908691,3.116077,3.745580
223,22.060,1028.490112,1044.971191,3.158057,3.803057
224,37.080,1078.090820,1078.831909,3.090848,3.132693
225,32.005,940.822083,951.917908,3.211034,3.866220
226,32.160,1068.615479,1071.333740,3.189923,3.339923
227,33.765,991.581238,1007.612976,3.179263,3.885988
228,34.370,999.523010,1036.903687,3.108571,4.019119
229,nan,nan,nan,nan,nan
230,33.610,1041.565430,1049.652466,3.056480,3.536480
231,37.840,1064.190186,1067.589355,3.129639,3.339685
232,37.920,955.937805,956.146179,3.143256,3.429923
233,28.200,1011.148987,1039.588745,3.067771,3.864484
234,nan,nan,nan,nan,nan
235,nan,nan,nan,nan,nan
236,nan,nan,nan,nan,nan
237,nan,nan,nan,nan,nan
238,22.560,987.776917,1012.830566,3.175611,3.927301
239,nan,nan,nan,nan,nan
240,31.205,973.829041,988.789185,3.142939,3.835314
241,nan,nan,nan,nan,nan
242,28.900,1008.203125,1034.634277,3.046314,3.825795
243,nan,nan,nan,nan,nan
244,38.450,872.546631,874.066406,3.191480,3.316480
245,nan,nan,nan,nan,nan
246,nan,nan,nan,nan,nan
247,nan,nan,nan,nan,nan
248,nan,nan,nan,nan,nan
249,nan,nan,nan,nan,nan
250,19.865,1060.559326,1065.553223,3.225455,3.455455
251,nan,nan,nan,nan,nan
252,34.860,977.046753,1006.604065,3.133423,3.982795
253,33.150,1014.428711,1044.137695,3.096742,3.919927
254,nan,nan,nan,nan,nan
255,nan,nan,nan,nan,nan
256,nan,nan,nan,nan,nan
257,nan,nan,nan,nan,nan
258,30.570,1055.187134,1060.685181,3.141353,3.447386
259,nan,nan,nan,nan,nan
260,34.370,889.148071,918.541626,3.116445,3.982522
261,38.350,912.665649,913.664917,3.166819,3.308486
262,nan,nan,nan,nan,nan
263,nan,nan,nan,nan,nan
264,nan,nan,nan,nan,nan
265,nan,nan,nan,nan,nan
266,nan,nan,nan,nan,nan
267,30.580,871.515076,903.320923,3.224464,4.105053
268,24.510,1010.950867,1036.225464,3.076384,3.833196
269,nan,nan,nan,nan,nan
270,nan,nan,nan,nan,nan
271,35.825,908.525635,915.936401,3.129776,3.730244
272,23.719,1041.455566,1050.137451,3.203818,3.657152
273,nan,nan,nan,nan,nan
274,nan,nan,nan,nan,nan
275,nan,nan,nan,nan,nan
276,38.689,951.312561,951.477844,3.158352,3.226685
277,38.999,979.320251,979.578552,3.157264,3.290597
278,nan,nan,nan,nan,nan
279,nan,nan,nan,nan,nan
280,nan,nan,nan,nan,nan
281,nan,nan,nan,nan,nan
282,29.500,985.681702,1014.218933,3.191795,4.005128
283,nan,nan,nan,nan,nan
284,29.800,975.638550,1003.542542,3.134836,3.952644
285,22.675,1006.696655,1044.179321,3.181864,4.034423
286,nan,nan,nan,nan,nan
287,31.465,973.219788,989.384216,3.168115,3.871922
288,nan,nan,nan,nan,nan
289,28.925,1021.726990,1036.149414,3.178600,3.841933
290,nan,nan,nan,nan,nan
291,nan,nan,nan,nan,nan
292,38.999,1041.083618,1042.607056,3.123694,3.257027
293,28.360,951.882507,975.370605,3.173383,3.951534
294,nan,nan,nan,nan,nan
295,36.885,847.382080,850.977356,3.153296,3.628296
296,37.560,915.262390,917.348694,3.163696,3.535362
297,15.275,1077.573486,1078.656860,3.145710,3.187376
298,38.700,1014.935852,1021.415039,3.068046,3.679156
299,nan,nan,nan,nan,nan
300,36.790,976.169678,980.901001,3.187554,3.789613
301,nan,nan,nan,nan,nan
302,nan,nan,nan,nan,nan
303,nan,nan,nan,nan,nan
304,nan,nan,nan,nan,nan
305,nan,nan,nan,nan,nan
306,nan,nan,nan,nan,nan
307,34.900,997.080750,1015.149292,3.090240,3.817392
308,nan,nan,nan,nan,nan
309,nan,nan,nan,nan,nan
310,34.510,933.161621,966.267639,3.153293,4.059484
311,nan,nan,nan,nan,nan
312,nan,nan,nan,nan,nan
313,nan,nan,nan,nan,nan
314,37.595,1073.860474,1075.414673,3.112923,3.204589
315,nan,nan,nan,nan,nan
316,39.001,966.560425,966.654053,3.137444,3.339111
317,38.764,902.346497,902.846741,3.185624,3.242290
318,35.570,1004.550781,1020.219849,3.114300,3.818157
319,29.590,1011.621399,1040.040161,3.151843,3.949800
320,nan,nan,nan,nan,nan
321,31.704,1035.776489,1044.537842,3.069571,3.622834
322,nan,nan,nan,nan,nan
323,34.860,964.571045,987.417480,3.187852,3.975788
324,34.420,1049.468506,1055.574829,3.167936,3.551270
325,38.395,929.606445,930.281494,3.139217,3.279217
326,31.690,1056.019409,1061.246216,3.184652,3.482420
327,nan,nan,nan,nan,nan
328,nan,nan,nan,nan,nan
329,nan,nan,nan,nan,nan
330,nan,nan,nan,nan,nan
331,nan,nan,nan,nan,nan
332,nan,nan,nan,nan,nan
333,nan,nan,nan,nan,nan
334,nan,nan,nan,nan,nan
335,34.370,1027.095825,1035.728638,3.120753,3.732420
336,nan,nan,nan,nan,nan
337,30.130,1019.909851,1048.803345,3.172170,3.970302
338,21.550,1033.367065,1042.974487,3.127914,3.676247
339,25.600,1016.943542,1049.404541,3.053185,3.873912
340,33.390,985.494141,1015.436707,3.153257,3.993484
341,nan,nan,nan,nan,nan
342,nan,nan,nan,nan,nan
343,36.800,900.386292,903.328003,3.171855,3.579448
344,35.830,941.764404,950.691711,3.101567,3.745474
345,nan,nan,nan,nan,nan
346,35.575,1007.606812,1020.596252,3.136848,3.814508
347,nan,nan,nan,nan,nan
348,nan,nan,nan,nan,nan
349,nan,nan,nan,nan,nan
350,28.800,1029.069336,1037.244995,3.146038,3.686112
351,nan,nan,nan,nan,nan
352,nan,nan,nan,nan,nan
353,nan,nan,nan,nan,nan
354,nan,nan,nan,nan,nan
355,38.896,1034.823975,1042.004395,3.130466,3.704787
356,34.910,986.620789,1006.619202,3.142042,3.892797
357,nan,nan,nan,nan,nan
358,nan,nan,nan,nan,nan
359,37.100,914.074280,916.434204,3.184495,3.594718
360,39.000,962.207581,962.732422,3.113001,3.547547
361,38.999,979.681580,981.346680,3.135460,3.607127
362,nan,nan,nan,nan,nan
363,nan,nan,nan,nan,nan
364,nan,nan,nan,nan,nan
365,35.036,1033.544312,1041.202515,3.150299,3.749619
366,27.685,958.009827,983.914551,3.140259,3.939429
367,38.931,1028.256470,1034.996826,3.107311,3.672323
368,32.415,1010.241943,1028.540039,3.133503,3.851084
369,34.350,896.780457,921.037598,3.161075,3.962805
370,19.550,979.440125,1011.982239,3.106839,3.932429
371,nan,nan,nan,nan,nan
372,nan,nan,nan,nan,nan
373,38.964,956.925049,956.940247,3.128772,3.137106
374,28.075,959.676514,994.576782,3.199926,4.087762
375,nan,nan,nan,nan,nan
376,32.209,1027.087280,1038.152588,3.071878,3.695558
377,nan,nan,nan,nan,nan
378,nan,nan,nan,nan,nan
379,nan,nan,nan,nan,nan
380,nan,nan,nan,nan,nan
381,nan,nan,nan,nan,nan
382,nan,nan,nan,nan,nan
383,nan,nan,nan,nan,nan
384,33.565,982.445374,996.727905,3.110214,3.802840
385,38.076,1037.966187,1045.258301,3.179639,3.724101
386,39.000,963.305725,963.499817,3.158853,3.505520
387,20.215,1014.342041,1053.326050,3.119306,3.970091
388,38.806,994.521057,999.694214,3.147187,3.749229
389,nan,nan,nan,nan,nan
390,nan,nan,nan,nan,nan
391,nan,nan,nan,nan,nan
392,nan,nan,nan,nan,nan
393,nan,nan,nan,nan,nan
394,36.855,936.807434,937.867737,3.129184,3.572880
395,nan,nan,nan,nan,nan
396,nan,nan,nan,nan,nan
397,38.999,1001.778076,1004.225281,3.152164,3.532164
398,39.000,980.830139,982.444641,3.119485,3.546152
399,38.999,980.028503,981.879517,3.171565,3.679750
400,nan,nan,nan,nan,nan
401,nan,nan,nan,nan,nan
402,32.685,984.060486,1003.581055,3.186060,3.925886
403,nan,nan,nan,nan,nan
404,37.445,906.921692,909.554565,3.169055,3.559056
405,35.405,998.822388,1007.520752,3.115086,3.749561
406,nan,nan,nan,nan,nan
407,nan,nan,nan,nan,nan
408,35.830,1023.033813,1048.274780,3.158023,3.942291
409,nan,nan,nan,nan,nan
410,nan,nan,nan,nan,nan
411,nan,nan,nan,nan,nan
412,nan,nan,nan,nan,nan
413,nan,nan,nan,nan,nan
414,nan,nan,nan,nan,nan
415,nan,nan,nan,nan,nan
416,nan,nan,nan,nan,nan
417,29.000,1004.140930,1017.743347,3.088078,3.748070
418,nan,nan,nan,nan,nan
419,37.841,1034.821899,1042.287720,3.093531,3.684372
420,nan,nan,nan,nan,nan
421,nan,nan,nan,nan,nan
422,20.600,1066.763062,1070.421143,3.159430,3.319895
423,nan,nan,nan,nan,nan
424,29.050,998.733826,1026.352173,3.173907,3.968679
425,37.440,890.600464,894.118713,3.182927,3.587317
426,31.725,880.082214,904.873535,3.132087,3.934261
427,38.465,910.952637,911.938354,3.166783,3.301783
428,nan,nan,nan,nan,nan
429,nan,nan,nan,nan,nan
430,nan,nan,nan,nan,nan
431,nan,nan,nan,nan,nan
432,20.410,989.988098,1023.061523,3.173849,3.991879
433,nan,nan,nan,nan,nan
434,nan,nan,nan,nan,nan
435,nan,nan,nan,nan,nan
436,35.785,1015.038147,1038.642334,3.139720,3.914829
437,38.686,1005.989563,1012.836548,3.130643,3.746394
438,39.000,958.890747,959.226318,3.148242,3.622817
439,34.440,1033.642578,1041.236572,3.196439,3.791439
440,33.485,939.259033,957.796143,3.194040,3.937425
441,36.665,926.526672,928.527588,3.193926,3.723926
442,nan,nan,nan,nan,nan
443,37.765,859.432922,862.478943,3.154352,3.434352
444,35.780,905.077026,914.039368,3.142330,3.758453
445,nan,nan,nan,nan,nan
446,34.840,1076.565796,1077.608521,3.148947,3.207280
447,39.000,968.613220,968.833008,3.156068,3.391068
448,nan,nan,nan,nan,nan
449,34.400,926.794556,946.862732,3.126005,3.886766
450,28.465,983.884399,1017.824280,3.192918,4.055308
451,nan,nan,nan,nan,nan
452,31.324,1026.138916,1036.026001,3.192410,3.803890
453,38.394,922.828674,923.578918,3.156767,3.290100
454,37.290,889.666077,893.402649,3.170068,3.610068
455,38.485,893.696838,894.766541,3.166706,3.280039
456,nan,nan,nan,nan,nan
457,35.600,969.652039,983.314209,3.179067,3.873639
458,37.865,884.103699,886.825500,3.155444,3.433778
459,nan,nan,nan,nan,nan
460,nan,nan,nan,nan,nan
461,nan,nan,nan,nan,nan
462,38.130,906.274048,908.017090,3.192869,3.424536
463,30.720,988.879456,1008.154297,3.195745,3.919079
464,nan,nan,nan,nan,nan
465,nan,nan,nan,nan,nan
466,nan,nan,nan,nan,nan
467,26.030,1030.068481,1043.345459,3.165931,3.796422
468,nan,nan,nan,nan,nan
469,nan,nan,nan,nan,nan
470,28.635,1025.128662,1046.923340,3.112500,3.839167
471,37.295,1052.559814,1058.035645,3.113874,3.466348
472,nan,nan,nan,nan,nan
473,37.750,872.974976,876.224609,3.179926,3.469926
474,39.001,1003.268372,1006.501526,3.139260,3.585927
475,nan,nan,nan,nan,nan
476,nan,nan,nan,nan,nan
477,30.190,1029.256958,1044.220215,3.126488,3.797750
478,nan,nan,nan,nan,nan
479,19.410,1078.838135,1079.526855,3.148065,3.176399
480,nan,nan,nan,nan,nan
481,38.999,994.342285,994.982178,3.133326,3.284992
482,34.385,1062.582520,1066.450928,3.128253,3.351586
483,nan,nan,nan,nan,nan
484,nan,nan,nan,nan,nan
485,23.365,1003.835693,1039.796997,3.097688,3.950524
486,22.680,1073.364502,1075.377930,3.162863,3.252863
487,nan,nan,nan,nan,nan
488,28.055,1012.934875,1052.081787,3.170719,4.060372
489,29.725,1020.287659,1047.803711,3.210151,3.992899
490,nan,nan,nan,nan,nan
491,38.886,1007.587463,1012.202759,3.159605,3.734091
492,nan,nan,nan,nan,nan
493,nan,nan,nan,nan,nan
494,38.300,1036.666870,1044.305786,3.086819,3.647268
495,14.380,1045.188843,1054.231323,3.164345,3.558027
496,37.610,901.300842,904.206421,3.158103,3.551437
497,nan,nan,nan,nan,nan
498,nan,nan,nan,nan,nan
499,nan,nan,nan,nan,nan
500,38.946,976.463989,978.246704,3.170830,3.733198
501,nan,nan,nan,nan,nan
502,nan,nan,nan,nan,nan
503,38.110,931.195984,932.114929,3.146640,3.361640
504,35.000,972.168335,991.594543,3.160002,3.911470
505,39.000,1010.740723,1011.077881,3.133618,3.188618
506,30.370,1075.200195,1076.594604,3.212117,3.285451
507,nan,nan,nan,nan,nan
508,38.920,974.563293,976.437927,3.146753,3.717731
509,33.330,1027.336670,1034.855713,3.171114,3.767781
510,nan,nan,nan,nan,nan
511,nan,nan,nan,nan,nan
512,nan,nan,nan,nan,nan
513,nan,nan,nan,nan,nan
514,20.780,1071.669678,1074.110840,3.180293,3.286960
515,33.400,971.470093,989.070435,3.161945,3.891665
516,nan,nan,nan,nan,nan
517,nan,nan,nan,nan,nan
518,36.421,1043.629150,1050.764648,3.102552,3.562552
519,29.335,981.409546,1008.014282,3.232154,4.029286
520,36.300,880.870300,885.967041,3.203478,3.743490
521,27.205,988.647156,1025.186157,3.082737,3.966859
522,nan,nan,nan,nan,nan
523,38.300,960.177429,960.270386,3.160861,3.357528
524,nan,nan,nan,nan,nan
525,30.680,1066.079102,1069.500122,3.122882,3.300392
526,35.835,925.373169,928.223999,3.144543,3.703417
527,37.735,836.365967,838.459473,3.230234,3.538567
528,nan,nan,nan,nan,nan
529,nan,nan,nan,nan,nan
530,29.659,1064.451660,1068.450439,3.025895,3.217562
531,39.001,1038.966553,1039.053833,3.129867,3.138200
532,nan,nan,nan,nan,nan
533,nan,nan,nan,nan,nan
534,nan,nan,nan,nan,nan
535,nan,nan,nan,nan,nan
536,23.285,928.075623,955.179871,3.185782,3.995709
537,21.205,1073.234619,1075.292725,3.164181,3.254181
538,32.069,1049.964722,1056.252930,3.159837,3.531503
539,nan,nan,nan,nan,nan
540,nan,nan,nan,nan,nan
541,nan,nan,nan,nan,nan
542,18.900,1063.000244,1067.666016,3.141970,3.341970
543,30.820,924.507324,949.365417,3.230467,4.034065
544,nan,nan,nan,nan,nan
545,39.000,1016.278076,1019.950317,3.137411,3.542142
546,33.010,1067.487183,1070.520752,3.104103,3.267436
547,nan,nan,nan,nan,nan
548,nan,nan,nan,nan,nan
549,nan,nan,nan,nan,nan
550,nan,nan,nan,nan,nan
551,36.405,1016.980225,1030.172607,3.161030,3.840658
552,nan,nan,nan,nan,nan
553,34.220,891.349121,922.651489,3.187128,4.072853
554,32.830,957.954224,980.916260,3.192045,3.980917
555,nan,nan,nan,nan,nan
556,nan,nan,nan,nan,nan
557,nan,nan,nan,nan,nan
558,38.321,1044.130981,1050.859863,3.094492,3.556073
559,nan,nan,nan,nan,nan
560,35.980,957.926453,981.024597,3.201967,4.001402
561,nan,nan,nan,nan,nan
562,nan,nan,nan,nan,nan
563,29.135,984.419128,1007.531555,3.218743,3.977306
564,nan,nan,nan,nan,nan
565,28.675,1004.194458,1037.548462,3.179727,4.026090
566,nan,nan,nan,nan,nan
567,28.300,945.774353,965.959656,3.122739,3.872740
568,30.850,961.951782,979.747253,3.149333,3.875312
569,nan,nan,nan,nan,nan
570,31.280,1015.786133,1039.446167,3.213292,3.968590
571,nan,nan,nan,nan,nan
572,nan,nan,nan,nan,nan
573,38.090,871.523132,873.877991,3.183382,3.385048
574,22.605,1010.983398,1045.038208,3.159808,3.977342
575,nan,nan,nan,nan,nan
576,35.265,1017.986145,1030.297729,3.127730,3.793557
577,38.935,883.989746,884.173645,3.172493,3.189159
578,nan,nan,nan,nan,nan
579,28.950,963.574707,997.343201,3.088657,3.972881
580,38.660,830.421326,831.124329,3.209268,3.300934
581,17.750,1026.775391,1044.594727,3.066149,3.721149
582,30.370,1057.773193,1062.724731,3.166389,3.442410
583,nan,nan,nan,nan,nan
584,39.000,962.087585,962.796509,3.128377,3.651257
585,36.915,925.851013,928.480957,3.196986,3.755320
586,39.001,978.793274,979.978760,3.161624,3.566829
587,20.760,1066.598999,1070.263062,3.169046,3.332379
588,nan,nan,nan,nan,nan
589,nan,nan,nan,nan,nan
590,35.000,931.546875,948.518799,3.104452,3.834282
591,25.765,1068.243408,1071.418091,3.080161,3.225161
592,36.565,886.755798,891.322815,3.165131,3.708465
593,20.275,1070.662354,1073.392822,3.147512,3.265846
594,38.875,852.807007,852.973389,3.208486,3.238486
595,38.080,896.005127,898.132141,3.177554,3.424221
596,nan,nan,nan,nan,nan
597,36.615,888.305542,892.194275,3.122627,3.591578
598,nan,nan,nan,nan,nan
599,29.580,975.050415,995.755981,3.113150,3.853149
600,21.475,1057.667847,1063.317993,3.173102,3.436435
601,nan,nan,nan,nan,nan
602,32.015,1002.489075,1037.646606,3.119689,3.996145
603,39.000,973.503967,974.923462,3.165980,3.684916
604,nan,nan,nan,nan,nan
605,29.100,956.946960,978.315491,3.082549,3.841819
606,38.650,909.521179,910.251953,3.164910,3.259910
607,25.205,1026.905029,1042.526367,3.071760,3.732306
608,nan,nan,nan,nan,nan
609,nan,nan,nan,nan,nan
610,37.700,1055.711548,1060.608032,3.124455,3.440264
611,nan,nan,nan,nan,nan
612,nan,nan,nan,nan,nan
613,32.920,950.252563,974.723083,3.167376,3.979248
614,35.460,952.697266,969.879333,3.138284,3.876483
615,31.375,912.566406,942.058472,3.118256,3.980403
616,30.075,944.978577,959.859985,3.100719,3.797545
617,27.955,972.055725,1003.432312,3.209236,4.057058
618,33.130,1045.215332,1052.631226,3.067040,3.500066
619,37.941,1037.153564,1044.636353,3.123908,3.676458
620,39.000,995.814087,998.102112,3.139381,3.537714
621,nan,nan,nan,nan,nan
